epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
138,3086.88,1.02213,0.95346,1.41947,0.84663,0.71815,0.76569,0.53033,1.23971,1.01423,1.57133,0.005479,0.005479,0.005479
139,3109.1,1.03262,0.96287,1.41919,0.85191,0.72299,0.77443,0.53438,1.24691,1.00879,1.57782,0.005446,0.005446,0.005446
140,3130.36,1.03315,0.95265,1.4213,0.84436,0.71824,0.76511,0.53201,1.25255,0.99933,1.58807,0.005413,0.005413,0.005413
141,3153.06,1.00936,0.93317,1.40668,0.87599,0.69376,0.76831,0.5339,1.25499,0.99155,1.59173,0.00538,0.00538,0.00538
142,3174.89,1.05032,0.95727,1.42148,0.85858,0.70555,0.7693,0.5339,1.26655,1.00745,1.6008,0.005347,0.005347,0.005347
143,3196.8,1.04143,0.95782,1.41976,0.86015,0.70805,0.76999,0.53539,1.26042,1.00233,1.58827,0.005314,0.005314,0.005314
144,3218.11,1.02909,0.94483,1.40515,0.85104,0.71436,0.77174,0.53894,1.25054,0.99847,1.5794,0.005281,0.005281,0.005281
145,3239.82,1.02089,0.93639,1.41028,0.86133,0.69346,0.76849,0.542,1.23994,0.99516,1.57879,0.005248,0.005248,0.005248
146,3261.16,1.01844,0.93072,1.41021,0.84031,0.713,0.76601,0.53711,1.25197,0.99373,1.58663,0.005215,0.005215,0.005215
147,3282.88,1.02524,0.94462,1.41648,0.84527,0.71907,0.76719,0.53206,1.25759,1.003,1.59265,0.005182,0.005182,0.005182
148,3304.59,1.03278,0.93808,1.40889,0.85927,0.70895,0.77067,0.53496,1.2519,0.98924,1.58649,0.005149,0.005149,0.005149
149,3326.48,1.02421,0.94695,1.41325,0.85606,0.70678,0.77055,0.54086,1.24314,0.98602,1.57638,0.005116,0.005116,0.005116
150,3347.77,1.01087,0.91831,1.40026,0.84747,0.71415,0.76853,0.53855,1.24996,0.99705,1.58031,0.005083,0.005083,0.005083
151,3369.43,1.01912,0.95878,1.40961,0.8456,0.71097,0.76803,0.54189,1.2418,0.99798,1.5763,0.00505,0.00505,0.00505
152,3391.37,1.01887,0.92686,1.39903,0.84552,0.72031,0.77137,0.53973,1.2425,0.99044,1.57753,0.005017,0.005017,0.005017
153,3414.75,1.03881,0.94363,1.4125,0.83808,0.72556,0.77184,0.54088,1.24126,0.97857,1.5704,0.004984,0.004984,0.004984
154,3437.81,1.00274,0.91357,1.3967,0.84581,0.71631,0.77115,0.53886,1.2597,0.97706,1.58146,0.004951,0.004951,0.004951
155,3459.12,1.00255,0.91632,1.38306,0.84034,0.72111,0.7704,0.53697,1.26531,0.97453,1.59365,0.004918,0.004918,0.004918
156,3482.47,0.99903,0.91238,1.38977,0.8392,0.7234,0.77179,0.5426,1.25181,0.962,1.57934,0.004885,0.004885,0.004885
157,3503.73,1.00644,0.90748,1.39523,0.85048,0.71683,0.77791,0.54249,1.24505,0.96534,1.57474,0.004852,0.004852,0.004852
158,3526.86,0.99956,0.91425,1.39361,0.86158,0.71103,0.7729,0.53999,1.24964,0.96946,1.5783,0.004819,0.004819,0.004819
159,3548.8,1.00926,0.90831,1.39065,0.85757,0.70767,0.7739,0.54069,1.24637,0.96054,1.57581,0.004786,0.004786,0.004786
160,3571.38,0.99966,0.89934,1.38812,0.85741,0.7175,0.77491,0.53987,1.25568,0.96255,1.59071,0.004753,0.004753,0.004753
161,3593.77,1.007,0.91305,1.39913,0.8459,0.72019,0.77597,0.53901,1.25845,0.9727,1.59238,0.00472,0.00472,0.00472
162,3615.68,0.99186,0.89363,1.37795,0.86005,0.70876,0.77357,0.53946,1.24972,0.96605,1.58229,0.004687,0.004687,0.004687
163,3638.37,0.98917,0.9003,1.37854,0.84926,0.72018,0.77213,0.54008,1.24676,0.96,1.57883,0.004654,0.004654,0.004654
164,3659.56,1.0033,0.88669,1.38743,0.84815,0.7157,0.77136,0.54283,1.24039,0.95271,1.56928,0.004621,0.004621,0.004621
165,3682.07,0.98666,0.8907,1.38541,0.84349,0.71742,0.77128,0.54445,1.23155,0.95405,1.56302,0.004588,0.004588,0.004588
166,3703.33,0.98673,0.90066,1.38555,0.86252,0.71835,0.77651,0.54626,1.23851,0.95975,1.5713,0.004555,0.004555,0.004555
167,3725.63,0.99495,0.87087,1.37817,0.85929,0.71791,0.77347,0.54219,1.24049,0.96086,1.56983,0.004522,0.004522,0.004522
168,3746.81,0.99195,0.8886,1.37446,0.85566,0.71526,0.76997,0.54193,1.2432,0.96428,1.5706,0.004489,0.004489,0.004489
169,3768.93,0.99346,0.89276,1.37803,0.85279,0.71658,0.77111,0.54005,1.23993,0.95948,1.57029,0.004456,0.004456,0.004456
170,3790.81,0.98428,0.89323,1.37722,0.84984,0.70802,0.76974,0.54067,1.23171,0.95444,1.56058,0.004423,0.004423,0.004423
171,3812.65,0.97704,0.86553,1.3743,0.83296,0.72679,0.77131,0.54338,1.22869,0.95063,1.55993,0.00439,0.00439,0.00439
172,3834.57,0.9751,0.86439,1.37081,0.85481,0.71262,0.77321,0.54471,1.23231,0.95243,1.56181,0.004357,0.004357,0.004357
